레벨,레벨업 필요 경험치,누적 경험치,환포,,,,,,,,,,,,,,
32,"122,760 ","752,817 ",3,,vip+슈인던+경쿠+경험치2배,"19,496,295,000,000 ","22,745,677,500,000 ","27,294,813,000,000 ","31,194,072,000,000 ",<손대지마시오,,,,,,,
33,"138,666 ","875,577 ",4,,,,,,,,,,,,,,
34,"155,540 ","1,014,243 ",6,,,,,,,,,,,,,,
35,"174,216 ","1,169,783 ",7,,,,,,,,,,,,,,
36,"194,832 ","1,343,999 ",9,,,,,,,,,,,,,,
37,"216,600 ","1,538,831 ",10,,,,,,,,,,,,,,
38,"240,500 ","1,755,431 ",12,,,,,,,,,,,,,,
39,"266,682 ","1,995,931 ",13,,,,,,,,,,,,,,
40,"294,216 ","2,262,613 ",15,,,,,,,,,,,,,,
41,"324,240 ","2,556,829 ",16,,,,,,,,,,,,,,
42,"356,916 ","2,881,069 ",18,,,,,,,,,,,,,,
43,"391,160 ","3,237,985 ",19,,,,,,,,,,,,,,
44,"428,280 ","3,629,145 ",21,,,,,,,,,,,,,,
45,"468,450 ","4,057,425 ",22,,,,,,,,,,,,,,
46,"510,420 ","4,525,875 ",24,,,,,,,,,,,,,,
47,"555,680 ","5,036,295 ",25,,,,,,,,,,,,,,
48,"604,416 ","5,591,975 ",27,,,,,,,,,,,,,,
49,"655,200 ","6,196,391 ",28,,,,,,,,,,,,,,
50,"709,716 ","6,851,591 ",31,,,,,,,,,,,,,,
51,"748,608 ","7,561,307 ",34,,,,,,,,,,,,,,
52,"789,631 ","8,309,915 ",37,,,,,,,,,,,,,,
53,"832,902 ","9,099,546 ",40,,,,,,,,,,,,,,
54,"878,545 ","9,932,448 ",43,,,,,,,,,,,,,,
55,"926,689 ","10,810,993 ",46,,,,,,,,,,,,,,
56,"977,471 ","11,737,682 ",49,,,,,,,,,,,,,,
57,"1,031,036 ","12,715,153 ",52,,,,,,,,,,,,,,
58,"1,087,536 ","13,746,189 ",55,,,,,,,,,,,,,,
59,"1,147,132 ","14,833,725 ",58,,,,,,,,,,,,,,
60,"1,209,994 ","15,980,857 ",63,,,,,,,,,,,,,,
61,"1,276,301 ","17,190,851 ",68,,,,,,,,,,,,,,
62,"1,346,242 ","18,467,152 ",73,,,,,,,,,,,,,,
63,"1,420,016 ","19,813,394 ",78,,,,,,,,,,,,,,
64,"1,497,832 ","21,233,410 ",83,,,,,,,,,,,,,,
65,"1,579,913 ","22,731,242 ",88,,,,,,,,,,,,,,
66,"1,666,492 ","24,311,155 ",93,,,,,,,,,,,,,,
67,"1,757,815 ","25,977,647 ",98,,,,,,,,,,,,,,
68,"1,854,143 ","27,735,462 ",103,,,,,,,,,,,,,,
69,"1,955,750 ","29,589,605 ",108,,,,,,,,,,,,,,
70,"2,062,925 ","31,545,355 ",116,,,,,,,,,,,,,,
71,"2,175,973 ","33,608,280 ",124,,,,,,,,,,,,,,
72,"2,295,216 ","35,784,253 ",132,,,,,,,,,,,,,,
73,"2,420,993 ","38,079,469 ",140,,,,,,,,,,,,,,
74,"2,553,663 ","40,500,462 ",148,,,,,,,,,,,,,,
75,"2,693,603 ","43,054,125 ",156,,,,,,,,,,,,,,
76,"2,841,212 ","45,747,728 ",164,,,,,,,,,,,,,,
77,"2,996,910 ","48,588,940 ",172,,,,,,,,,,,,,,
78,"3,161,140 ","51,585,850 ",180,,,,,,,,,,,,,,
79,"3,334,370 ","54,746,990 ",188,,,,,,,,,,,,,,
80,"3,517,093 ","58,081,360 ",200,,,,,,,,,,,,,,
81,"3,709,829 ","61,598,453 ",212,,,,,,,,,,,,,,
82,"3,913,127 ","65,308,282 ",224,,,,,,,,,,,,,,
83,"4,127,566 ","69,221,409 ",236,,,,,,,,,,,,,,
84,"4,353,756 ","73,348,975 ",248,,,,,,,,,,,,,,
85,"4,592,341 ","77,702,731 ",260,,,,,,,,,,,,,,
86,"4,844,001 ","82,295,072 ",272,,,,,,,,,,,,,,
87,"5,109,452 ","87,139,073 ",284,,,,,,,,,,,,,,
88,"5,389,449 ","92,248,525 ",296,,,,,,,,,,,,,,
89,"5,684,790 ","97,637,974 ",308,,,,,,,,,,,,,,
90,"5,996,316 ","103,322,764 ",324,,,,,,,,,,,,,,
91,"6,324,914 ","109,319,080 ",340,,,,,,,,,,,,,,
92,"6,671,519 ","115,643,994 ",356,,,,,,,,,,,,,,
93,"7,037,118 ","122,315,513 ",372,,,,,,,,,,,,,,
94,"7,422,752 ","129,352,631 ",388,,,,,,,,,,,,,,
95,"7,829,518 ","136,775,383 ",404,,,,,,,,,,,,,,
96,"8,258,575 ","144,604,901 ",420,,,,,,,,,,,,,,
97,"8,711,144 ","152,863,476 ",436,,,,,,,,,,,,,,
98,"9,188,514 ","161,574,620 ",452,,,,,,,,,,,,,,
99,"9,692,044 ","170,763,134 ",468,,,,,,,,,,,,,,
100,"10,223,168 ","180,455,178 ",488,,,,,,,,,,,,,,
101,"10,783,397 ","190,678,346 ",508,,,,,,,,,,,,,,
102,"11,374,327 ","201,461,743 ",528,,,,,,,,,,,,,,
103,"11,997,640 ","212,836,070 ",548,,,,,,,,,,,,,,
104,"12,655,110 ","224,833,710 ",568,,,,,,,,,,,,,,
105,"13,348,610 ","237,488,820 ",588,,,,,,,,,,,,,,
106,"14,080,113 ","250,837,430 ",608,,,,,,,,,,,,,,
107,"14,851,703 ","264,917,543 ",628,,,,,,,,,,,,,,
108,"15,665,576 ","279,769,246 ",648,,,,,,,,,,,,,,
109,"16,524,049 ","295,434,822 ",668,,,,,,,,,,,,,,
110,"17,429,566 ","311,958,871 ",693,,,,,,,,,,,,,,
111,"18,384,706 ","329,388,437 ",718,,,,,,,,,,,,,,
112,"19,392,187 ","347,773,143 ",743,,,,,,,,,,,,,,
113,"20,454,878 ","367,165,330 ",768,,,,,,,,,,,,,,
114,"21,575,805 ","387,620,208 ",793,,,,,,,,,,,,,,
115,"22,758,159 ","409,196,013 ",818,,,,,,,,,,,,,,
116,"24,005,306 ","431,954,172 ",843,,,,,,,,,,,,,,
117,"25,320,796 ","455,959,478 ",868,,,,,,,,,,,,,,
118,"26,708,375 ","481,280,274 ",893,,,,,,,,,,,,,,
119,"28,171,993 ","507,988,649 ",918,,,,,,,,,,,,,,
120,"29,715,818 ","536,160,642 ",948,,,,,,,,,,,,,,
121,"31,344,244 ","565,876,460 ","1,010",,,,,,,,,,,,,,
122,"33,061,908 ","597,220,704 ","1,070",,,,,,,,,,,,,,
123,"34,873,700 ","630,282,612 ","1,130",,,,,,,,,,,,,,
124,"36,784,778 ","665,156,312 ","1,190",,,,,,,,,,,,,,
125,"38,800,583 ","701,941,090 ","1,250",,,,,,,,,,,,,,
126,"40,926,854 ","740,741,673 ","1,310",,,,,,,,,,,,,,
127,"43,169,645 ","781,668,527 ","1,370",,,,,,,,,,,,,,
128,"45,535,341 ","824,838,172 ","1,430",,,,,,,,,,,,,,
129,"48,030,677 ","870,373,513 ","1,490",,,,,,,,,,,,,,
130,"50,662,758 ","918,404,190 ","1,550",,,,,,,,,,,,,,
131,"53,439,077 ","969,066,948 ","1,650",,,,,,,,,,,,,,
132,"56,367,538 ","1,022,506,025 ","1,750",,,,,,,,,,,,,,
133,"59,456,479 ","1,078,873,563 ","1,850",,,,,,,,,,,,,,
134,"62,714,694 ","1,138,330,042 ","1,950",,,,,,,,,,,,,,
135,"66,151,459 ","1,201,044,736 ","2,050",,,,,,,,,,,,,,
136,"69,776,558 ","1,267,196,195 ","2,150",,,,,,,,,,,,,,
137,"73,600,313 ","1,336,972,753 ","2,250",,,,,,,,,,,,,,
138,"77,633,610 ","1,410,573,066 ","2,350",,,,,,,,,,,,,,
139,"81,887,931 ","1,488,206,676 ","2,450",,,,,,,,,,,,,,
140,"86,375,389 ","1,570,094,607 ","2,550",,,,,,,,,,,,,,
141,"91,108,760 ","1,656,469,996 ","2,720",,,,,,,,,,,,,,
142,"96,101,520 ","1,747,578,756 ","2,890",,,,,,,,,,,,,,
143,"101,367,883 ","1,843,680,276 ","3,060",,,,,,,,,,,,,,
144,"106,922,842 ","1,945,048,159 ","3,230",,,,,,,,,,,,,,
145,"112,782,213 ","2,051,971,001 ","3,400",,,,,,,,,,,,,,
146,"118,962,678 ","2,164,753,214 ","3,570",,,,,,,,,,,,,,
147,"125,481,832 ","2,283,715,892 ","3,740",,,,,,,,,,,,,,
148,"132,358,236 ","2,409,197,724 ","3,910",,,,,,,,,,,,,,
149,"139,611,467 ","2,541,555,960 ","4,080",,,,,,,,,,,,,,
150,"147,262,175 ","2,681,167,427 ","4,250",,,,,,,,,,,,,,
151,"155,332,142 ","2,828,429,602 ","4,530",,,,,,,,,,,,,,
152,"163,844,343 ","2,983,761,744 ","4,810",,,,,,,,,,,,,,
153,"172,823,012 ","3,147,606,087 ","5,090",,,,,,,,,,,,,,
154,"182,293,713 ","3,320,429,099 ","5,370",,,,,,,,,,,,,,
155,"192,283,408 ","3,502,722,812 ","5,650",,,,,,,,,,,,,,
156,"202,820,538 ","3,695,006,220 ","5,930",,,,,,,,,,,,,,
157,"213,935,103 ","3,897,826,758 ","6,210",,,,,,,,,,,,,,
158,"225,658,746 ","4,111,761,861 ","6,490",,,,,,,,,,,,,,
159,"238,024,845 ","4,337,420,607 ","6,770",,,,,,,,,,,,,,
160,"251,068,606 ","4,575,445,452 ","7,050",,,,,,,,,,,,,,
161,"264,827,165 ","4,826,514,058 ","7,550",,,,,,,,,,,,,,
162,"279,339,693 ","5,091,341,223 ","8,050",,,,,,,,,,,,,,
163,"294,647,508 ","5,370,680,916 ","8,550",,,,,,,,,,,,,,
164,"310,794,191 ","5,665,328,424 ","9,050",,,,,,,,,,,,,,
165,"327,825,712 ","5,976,122,615 ","9,550",,,,,,,,,,,,,,
166,"345,790,561 ","6,303,948,327 ","10,050",,,,,,,,,,,,,,
167,"364,739,883 ","6,649,738,888 ","10,550",,,,,,,,,,,,,,
168,"384,727,628 ","7,014,478,771 ","11,050",,,,,,,,,,,,,,
169,"405,810,702 ","7,399,206,399 ","11,550",,,,,,,,,,,,,,
170,"428,049,128 ","7,805,017,101 ","12,050",,,,,,,,,,,,,,
171,"451,506,220 ","8,233,066,229 ","12,850",,,,,,,,,,,,,,
172,"476,248,760 ","8,684,572,449 ","13,650",,,,,,,,,,,,,,
173,"502,347,192 ","9,160,821,209 ","14,450",,,,,,,,,,,,,,
174,"529,875,818 ","9,663,168,401 ","15,250",,,,,,,,,,,,,,
175,"558,913,012 ","10,193,044,219 ","16,050",,,,,,,,,,,,,,
176,"589,541,445 ","10,751,957,231 ","16,850",,,,,,,,,,,,,,
177,"621,848,316 ","11,341,498,676 ","17,650",,,,,,,,,,,,,,
178,"655,925,603 ","11,963,346,992 ","18,450",,,,,,,,,,,,,,
179,"691,870,326 ","12,619,272,595 ","19,250",,,,,,,,,,,,,,
180,"729,784,819 ","13,311,142,921 ","20,050",,,,,,,,,,,,,,
181,"769,777,027 ","14,040,927,740 ","21,250",,,,,,,,,,,,,,
182,"811,960,808 ","14,810,704,767 ","22,450",,,,,,,,,,,,,,
183,"856,456,260 ","15,622,665,575 ","23,650",,,,,,,,,,,,,,
184,"903,390,063 ","16,479,121,835 ","24,850",,,,,,,,,,,,,,
185,"952,895,838 ","17,382,511,898 ","26,050",,,,,,,,,,,,,,
186,"1,005,114,529 ","18,335,407,736 ","27,250",,,,,,,,,,,,,,
187,"1,060,194,805 ","19,340,522,265 ","28,450",,,,,,,,,,,,,,
188,"1,118,293,480 ","20,400,717,070 ","29,650",,,,,,,,,,,,,,
189,"1,179,575,962 ","21,519,010,550 ","30,850",,,,,,,,,,,,,,
190,"1,244,216,724 ","22,698,586,512 ","32,050",,,,,,,,,,,,,,
191,"1,312,399,800 ","23,942,803,236 ","33,850",,,,,,,,,,,,,,
192,"1,384,319,309 ","25,255,203,036 ","35,650",,,,,,,,,,,,,,
193,"1,460,180,007 ","26,639,522,345 ","37,450",,,,,,,,,,,,,,
194,"1,540,197,871 ","28,099,702,352 ","39,250",,,,,,,,,,,,,,
195,"1,624,600,714 ","29,639,900,223 ","41,050",,,,,,,,,,,,,,
196,"1,713,628,833 ","31,264,500,937 ","42,850",,,,,,,,,,,,,,
197,"1,807,535,693 ","32,978,129,770 ","44,650",,,,,,,,,,,,,,
198,"1,906,588,648 ","34,785,665,463 ","46,450",,,,,,,,,,,,,,
199,"2,011,069,705 ","36,692,254,111 ","48,250",,,,,,,,,,,,,,
200,"2,121,276,324 ","38,703,323,816 ","50,050",,,,,,,,,,,,,,
201,"2,237,514,058 ","40,824,600,140 ","52,550",,,,,,,,,,,,,,
202,"2,359,191,721 ","43,062,114,198 ","55,300",,,,,,,,,,,,,,
203,"2,486,530,925 ","45,421,305,919 ","58,300",,,,,,,,,,,,,,
204,"2,619,766,077 ","47,907,836,844 ","61,550",,,,,,,,,,,,,,
205,"2,759,146,399 ","50,527,602,921 ","65,050",,,,,,,,,,,,,,
206,"2,904,936,866 ","53,286,749,320 ","68,800",,,,,,,,,,,,,,
207,"3,057,416,951 ","56,191,686,186 ","72,800",,,,,,,,,,,,,,
208,"3,216,881,921 ","59,249,103,137 ","77,050",,,,,,,,,,,,,,
209,"3,383,642,707 ","62,465,985,058 ","81,550",,,,,,,,,,,,,,
210,"3,557,996,011 ","65,849,627,765 ","86,300",,,,,,,,,,,,,,
211,"3,740,254,764 ","69,407,623,776 ","91,550",,,,,,,,,,,,,,
212,"3,930,747,766 ","73,147,878,540 ","97,300",,,,,,,,,,,,,,
213,"4,129,820,398 ","77,078,626,306 ","103,550",,,,,,,,,,,,,,
214,"4,337,834,946 ","81,208,446,704 ","110,300",,,,,,,,,,,,,,
215,"4,555,169,979 ","85,546,281,650 ","117,550",,,,,,,,,,,,,,
216,"4,782,220,618 ","90,101,451,629 ","125,300",,,,,,,,,,,,,,
217,"5,019,399,646 ","94,883,672,247 ","133,550",,,,,,,,,,,,,,
218,"5,267,135,816 ","99,903,071,893 ","142,300",,,,,,,,,,,,,,
219,"5,525,875,871 ","105,170,207,709 ","151,550",,,,,,,,,,,,,,
220,"5,796,084,759 ","110,696,083,580 ","161,300",,,,,,,,,,,,,,
221,"6,078,245,381 ","116,492,168,339 ","172,050",,,,,,,,,,,,,,
222,"6,372,858,866 ","122,570,413,720 ","183,800",,,,,,,,,,,,,,
223,"6,680,444,815 ","128,943,272,586 ","196,550",,,,,,,,,,,,,,
224,"7,001,541,257 ","135,623,717,401 ","210,300",,,,,,,,,,,,,,
225,"7,336,706,685 ","142,625,258,658 ","225,050",,,,,,,,,,,,,,
226,"7,686,518,425 ","149,961,965,343 ","240,800",,,,,,,,,,,,,,
227,"8,051,573,621 ","157,648,483,768 ","257,550",,,,,,,,,,,,,,
228,"8,432,489,654 ","165,700,057,389 ","275,300",,,,,,,,,,,,,,
229,"8,829,904,668 ","174,132,547,043 ","294,050",,,,,,,,,,,,,,
230,"9,244,476,688 ","182,962,451,711 ","313,800",,,,,,,,,,,,,,
231,"9,676,883,878 ","192,206,928,399 ","335,300",,,,,,,,,,,,,,
232,"10,127,825,531 ","201,883,812,277 ","358,550",,,,,,,,,,,,,,
233,"10,597,920,485 ","212,011,637,808 ","383,550",,,,,,,,,,,,,,
234,"11,087,808,991 ","222,609,558,293 ","410,300",,,,,,,,,,,,,,
235,"11,598,149,894 ","233,697,367,284 ","438,800",,,,,,,,,,,,,,
236,"12,129,622,883 ","245,295,517,178 ","469,050",,,,,,,,,,,,,,
237,"12,682,926,623 ","257,425,140,061 ","501,050",,,,,,,,,,,,,,
238,"13,258,789,651 ","270,108,066,684 ","534,800",,,,,,,,,,,,,,
239,"13,858,969,955 ","283,366,856,335 ","570,300",,,,,,,,,,,,,,
240,"14,484,254,053 ","297,225,826,290 ","607,550",,,,,,,,,,,,,,
241,"15,135,457,421 ","311,710,080,343 ","647,800",,,,,,,,,,,,,,
242,"15,813,423,577 ","326,845,537,764 ","691,300",,,,,,,,,,,,,,
243,"16,519,023,491 ","342,658,961,341 ","738,300",,,,,,,,,,,,,,
244,"17,253,156,661 ","359,177,984,832 ","788,800",,,,,,,,,,,,,,
245,"18,016,749,260 ","376,431,141,493 ","842,800",,,,,,,,,,,,,,
246,"18,810,755,041 ","394,447,890,753 ","900,300",,,,,,,,,,,,,,
247,"19,636,156,098 ","413,258,645,794 ","961,300",,,,,,,,,,,,,,
248,"20,493,963,286 ","432,894,801,892 ","1,025,800",,,,,,,,,,,,,,
249,"21,385,224,387 ","453,388,765,178 ","1,093,800",,,,,,,,,,,,,,
250,"22,311,036,227 ","474,773,989,565 ","1,165,300",,,,,,,,,,,,,,
251,"23,272,888,111 ","497,085,025,792 ","1,265,300",,,,,,,,,,,,,,
252,"24,271,787,796 ","520,357,913,903 ","1,365,300",,,,,,,,,,,,,,
253,"25,309,330,125 ","544,629,701,699 ","1,465,300",,,,,,,,,,,,,,
254,"26,387,144,680 ","569,939,031,824 ","1,565,300",,,,,,,,,,,,,,
255,"27,506,905,869 ","596,326,176,504 ","1,665,300",,,,,,,,,,,,,,
256,"28,670,333,183 ","623,833,082,373 ","1,765,300",,,,,,,,,,,,,,
257,"29,879,200,881 ","652,503,415,556 ","1,865,300",,,,,,,,,,,,,,
258,"31,135,338,220 ","682,382,616,437 ","1,965,300",,,,,,,,,,,,,,
259,"32,440,631,051 ","713,517,954,657 ","2,065,300",,,,,,,,,,,,,,
260,"33,797,021,341 ","745,958,585,708 ","2,165,300",,,,,,,,,,,,,,
261,"35,206,507,799 ","779,755,607,049 ","2,300,300",,,,,,,,,,,,,,
262,"36,671,149,467 ","814,962,114,848 ","2,435,300",,,,,,,,,,,,,,
263,"38,193,065,236 ","851,633,264,315 ","2,570,300",,,,,,,,,,,,,,
264,"39,774,436,595 ","889,826,329,551 ","2,705,300",,,,,,,,,,,,,,
265,"41,417,505,451 ","929,600,766,146 ","2,840,300",,,,,,,,,,,,,,
266,"43,124,575,871 ","971,018,271,597 ","2,975,300",,,,,,,,,,,,,,
267,"44,898,015,788 ","1,014,142,847,468 ","3,110,300",,,,,,,,,,,,,,
268,"46,740,256,576 ","1,059,040,863,256 ","3,245,300",,,,,,,,,,,,,,
269,"48,653,791,027 ","1,105,781,119,832 ","3,380,300",,,,,,,,,,,,,,
270,"50,641,175,881 ","1,154,434,910,859 ","3,515,300",,,,,,,,,,,,,,
271,"52,705,032,175 ","1,205,076,086,740 ","3,685,300",,,,,,,,,,,,,,
272,"54,848,048,146 ","1,257,781,118,915 ","3,855,300",,,,,,,,,,,,,,
273,"57,072,976,433 ","1,312,629,167,061 ","4,025,300",,,,,,,,,,,,,,
274,"59,382,642,392 ","1,369,702,143,494 ","4,195,300",,,,,,,,,,,,,,
275,"61,780,936,692 ","1,429,084,785,886 ","4,365,300",,,,,,,,,,,,,,
276,"64,271,815,485 ","1,490,865,722,578 ","4,535,300",,,,,,,,,,,,,,
277,"66,859,311,583 ","1,555,137,538,063 ","4,705,300",,,,,,,,,,,,,,
278,"69,547,523,871 ","1,621,996,849,646 ","4,875,300",,,,,,,,,,,,,,
279,"72,340,628,449 ","1,691,544,373,517 ","5,045,300",,,,,,,,,,,,,,
280,"75,242,868,695 ","1,763,885,001,966 ","5,215,300",,,,,,,,,,,,,,
281,"78,258,563,779 ","1,839,127,870,661 ","5,425,300",,,,,,,,,,,,,,
282,"81,391,099,651 ","1,917,386,434,440 ","5,635,300",,,,,,,,,,,,,,
283,"84,644,938,789 ","1,998,777,534,091 ","5,845,300",,,,,,,,,,,,,,
284,"88,024,619,683 ","2,083,422,472,880 ","6,055,300",,,,,,,,,,,,,,
285,"91,534,757,977 ","2,171,447,092,563 ","6,265,300",,,,,,,,,,,,,,
286,"95,180,044,436 ","2,262,981,850,540 ","6,475,300",,,,,,,,,,,,,,
287,"98,965,254,636 ","2,358,161,894,976 ","6,685,300",,,,,,,,,,,,,,
288,"102,895,238,331 ","2,457,127,149,612 ","6,895,300",,,,,,,,,,,,,,
289,"106,974,925,072 ","2,560,022,387,943 ","7,105,300",,,,,,,,,,,,,,
290,"111,209,319,451 ","2,666,997,313,015 ","7,315,300",,,,,,,,,,,,,,
291,"115,603,496,759 ","2,778,206,632,466 ","7,584,300",,,,,,,,,,,,,,
292,"120,162,603,655 ","2,893,810,129,225 ","7,853,300",,,,,,,,,,,,,,
293,"124,892,858,931 ","3,013,972,732,880 ","8,122,300",,,,,,,,,,,,,,
294,"129,799,653,328 ","3,138,865,591,811 ","8,391,300",,,,,,,,,,,,,,
295,"134,889,446,794 ","3,268,665,245,139 ","8,660,300",,,,,,,,,,,,,,
296,"140,168,767,368 ","3,403,554,691,933 ","8,929,300",,,,,,,,,,,,,,
297,"145,644,218,632 ","3,543,723,459,301 ","9,198,300",,,,,,,,,,,,,,
298,"151,322,476,803 ","3,689,367,677,933 ","9,467,300",,,,,,,,,,,,,,
299,"157,210,289,468 ","3,840,690,154,736 ","9,736,300",,,,,,,,,,,,,,
300,"163,314,469,421 ","3,997,900,444,204 ","10,005,300",,,,,,,,,,,,,,
301,"172,296,765,239 ","4,161,214,913,625 ","11,790,347",,,,,,,,,,,,,,
302,"181,873,047,527 ","4,333,511,678,864 ","12,273,603",,,,,,,,,,,,,,
303,"191,876,065,137 ","4,515,384,726,391 ","12,782,477",,,,,,,,,,,,,,
304,"202,429,228,720 ","4,707,260,791,528 ","13,318,534",,,,,,,,,,,,,,
305,"213,542,846,299 ","4,909,690,020,248 ","13,888,444",,,,,,,,,,,,,,
306,"225,227,702,705 ","5,123,232,866,547 ","14,491,941",,,,,,,,,,,,,,
307,"237,515,226,354 ","5,348,460,569,252 ","15,118,859",,,,,,,,,,,,,,
308,"250,438,563,804 ","5,585,975,795,606 ","15,784,038",,,,,,,,,,,,,,
309,"264,212,684,633 ","5,836,414,359,410 ","16,486,471",,,,,,,,,,,,,,
310,"278,684,382,188 ","6,100,627,044,043 ","17,228,950",,,,,,,,,,,,,,
311,"294,032,023,208 ","6,379,311,426,231 ","18,013,488",,,,,,,,,,,,,,
312,"310,303,784,484 ","6,673,343,449,439 ","18,828,382",,,,,,,,,,,,,,
313,"327,550,492,331 ","6,983,647,233,923 ","19,700,007",,,,,,,,,,,,,,
314,"345,825,769,409 ","7,311,197,726,254 ","20,618,456",,,,,,,,,,,,,,
315,"365,096,186,697 ","7,657,023,495,663 ","21,584,849",,,,,,,,,,,,,,
316,"385,126,476,965 ","8,022,119,682,360 ","22,605,403",,,,,,,,,,,,,,
317,"405,958,433,198 ","8,407,246,159,325 ","23,680,898",,,,,,,,,,,,,,
